"CUSTOMER","BU","NSB_LAST","COST","NETBOOK","NOOFMFGR","INV_QTY","NOOFMTHPURCHASE","NOOFMTHPURCHASE_Q4","NOOFPART","NOOFAPFC3","CUST_LOSS","FSO","BSO"
"SUNFLY ELECTRONICS HOLDINGS CO.,LTD/BRANCH-CHINASOUTH","BRANCH-CHINASOUTH",1077.680149563532,914.958438632923,367.791288553688,1,2000,2,0,1,1,0,0,0
"SUZHOU TOUCH PLANET TECHNOLOGY CO.,LTD/SPECIALTY-SEED-CENTRAL-NORTH","SPECIALTY-SEED-CENTRAL-NORTH",1735.326207518398,1563.5950396376,0,2,6360,2,0,2,2,1,0,0
"CHENGDU GUANGDA NEW NETWORK TECHNOLOGY CO., LTD/SPECIALTY-SEED-CENTRAL-NORTH","SPECIALTY-SEED-CENTRAL-NORTH",895414,719000.604,840746,2,319680,3,0,5,2,0,0,0
"ZHUHAI RETOP ELECTRONICS/BRANCH-CHINASOUTH","BRANCH-CHINASOUTH",32492.3023549965063,29929.7334572836388,21133.629349241908177,4,496000,11,3,7,5,1,0,0
"CHANGSHA HAI CHUAN AUTOMATION CO.,LTD/SPECIALTY-SEED-CENTRAL-NORTH","SPECIALTY-SEED-CENTRAL-NORTH",2741.521183036812,2389.894915372421,2176.972821725860235,4,23990,4,1,4,4,1,0,0
"NANJING TONG ELECTRICAL MICRO INTERNATIONAL TRADE CO., LTD./SPECIALTY-SEED-CENTRAL-NORTH","SPECIALTY-SEED-CENTRAL-NORTH",1294.660823249481,876.606991121555,-57.6746058223698,2,2050,2,0,2,2,0,0,0
"ZHEJIANG CH LIGHTING CO.,LTD/BRANCH-ZHEJIANG/FUJIAN","BRANCH-ZHEJIANG/FUJIAN",1803.584801374543,1607.6,1803.584801374543,1,40000,4,2,3,1,0,0,0
"ALTATRON TECHNOLOGY HONG KONG/BRANCH-HONGKONG1","BRANCH-HONGKONG1",10913.7724872475223,10072.2206314443118,956.600292150381,2,28570,2,0,13,8,1,0,0
"SHENZHEN HLD ELECTRONICS TECHNOLOGY CO.,LTD./BRANCH-SHENZHEN1","BRANCH-SHENZHEN1",1395.90884718499,1243.00441996957,1395.90884718499,1,2450,1,0,1,1,0,0,0
"FLUX LITE/BRANCH-KOREA1","BRANCH-KOREA1",388123.402795379196,332701.758064260485,202681.196036268126,3,2183000,7,1,5,3,0,0,0
"CASA INTERNATIONAL TRADING LTD/SPECIALTY-GREATERCHINA-RESELLER","SPECIALTY-GREATERCHINA-RESELLER",72045.50447662354,54336.96,73901.64729349042,1,432000,6,2,1,1,1,0,0
"RACERN TECHNOLOGY CO., LTD./BRANCH-SHENZHEN1","BRANCH-SHENZHEN1",51554.566521902386,46448.771506384679,13028.3220505755069,6,24470,7,3,9,6,1,0,0
"NANJING LAIKE ELECTRONICS TECHNOLOGY CO., LTD./SPECIALTY-SEED-CENTRAL-NORTH","SPECIALTY-SEED-CENTRAL-NORTH",7740,7337.43,7740,1,9000,1,0,1,1,1,0,0
"WUHAN TIAN YUN AUTO E-MACHINE/BRANCH-CHINA-CENTRALWEST","BRANCH-CHINA-CENTRALWEST",25800,23034.84,25800,1,120,1,1,1,1,0,0,0
"3D TECHNOLOGIES CO. LTD./SPECIALTY-GREATERCHINA-RESELLER","SPECIALTY-GREATERCHINA-RESELLER",540055,528152.275,370259.999999999999546,1,12485500,11,3,25,2,1,0,0
"PT. KARYA ENERGI SEMESTA/BRANCH-TVIP","BRANCH-TVIP",30410.8,26152.3812,0,1,12332,3,1,2,1,1,0,0
"TAIYAO ELECTRONICS(DONGGUAN) CO.,LTD/SPECIALTY-GREATERCHINA-RESELLER","SPECIALTY-GREATERCHINA-RESELLER",7255.252492090661,6101.804310476999,1753.67195574199,2,4400,3,1,2,2,1,0,0
"HANGZHOU YUNYI INTERNET TECHNOLOGY CO. LTD/BRANCH-ZHEJIANG/FUJIAN","BRANCH-ZHEJIANG/FUJIAN",1188,1095.12,0,1,1800,1,1,1,1,0,0,0
"SHANGHAI MOTOR TECHNOLOGIES CO.,LTD/SPECIALTY-SEED-CENTRAL-NORTH","SPECIALTY-SEED-CENTRAL-NORTH",1584,1494.24,1584,1,3000,1,0,1,1,0,0,0
"NANJING NINGLU TECH. CO.,LTD/BRANCH-NANJING","BRANCH-NANJING",8979.94252366669,7752.591,0,1,3465,3,1,1,1,1,0,0
"WUHAN P&S INFORMATION TECHNOLOGY CO.,LTD/SPECIALTY-GREATERCHINA-RESELLER","SPECIALTY-GREATERCHINA-RESELLER",277123.95,269991.7332,277123.95,1,218100,3,0,4,2,1,0,0
"SHENZHEN HONRAN ELECTRONIC TECHNOLOGY CO.,LTD./BRANCH-SHENZHEN1","BRANCH-SHENZHEN1",37995,35865.75,0.000000000001478,1,1275000,1,0,1,1,0,0,0
"STMICROELECTRONICS ASIA/BRANCH-SINGAPORE","BRANCH-SINGAPORE",3995,3070.407,3995,1,1,1,0,1,1,0,0,0
"HLDS,INC/BRANCH-KOREA2","BRANCH-KOREA2",425093.27972817607,405643.9470905205,673310.6958573319417,1,1050000,5,0,2,2,0,0,0
"BEST ELECTRONICS/SPECIALTY-GREATERCHINA-RESELLER","SPECIALTY-GREATERCHINA-RESELLER",17814.5,15756.87544,15622,6,141396,5,2,7,4,1,0,0
"FUSION TRADE INC./BRANCH-SINGAPORE","BRANCH-SINGAPORE",3195,2850.12,3195,2,39000,2,0,2,2,0,0,0
"SHANGHAI ALEXANDER TRADING CO./SPECIALTY-GREATERCHINA-RESELLER","SPECIALTY-GREATERCHINA-RESELLER",5413.77961042772,4419.748984919063,532.182740582322524,2,239000,7,3,3,2,1,0,0
"JIAXING ZHONGXIN AUTOMATION EQUIPMENT CO.,LTD/BRANCH-ZHEJIANG/FUJIAN","BRANCH-ZHEJIANG/FUJIAN",3203,2890.49,0,1,4500,2,1,3,2,0,0,0
"SHANGHAI JINXIN ELECTRONICS LT/BRANCH-SHANGHAI2","BRANCH-SHANGHAI2",107379,103980.12,12730.5,1,582000,2,0,1,1,0,0,0
"SANMU TECH LIMITED/SPECIALTY-ULTRA-CHINA","SPECIALTY-ULTRA-CHINA",1323675,983405.135000001,-341325,1,715500,4,2,1,1,0,0,0
"SCHILLER HEALTHACRE INDIA/BRANCH-INDIA","BRANCH-INDIA",1800,1663.78,0,1,50,1,0,1,1,0,0,0
"SHENZHEN JINGXINWEI TECHNOLOGY CO.,LTD/BRANCH-SHENZHEN1","BRANCH-SHENZHEN1",1500,1327.4,0,1,10000,1,0,1,1,1,0,0
"EHWA TECHNOLOGIES INFORMATION/BRANCH-KOREA1","BRANCH-KOREA1",15966.7197877613,14133.766334147,0,1,576,1,1,1,1,0,0,0
"CONTINENTAL PTY LTD/BRANCH-ANZ","BRANCH-ANZ",74679.64,71560.5016,6772.04000000000007,3,148820,8,0,11,6,0,0,0
"JIANGSU YOSUN TECHNOLGY CO,.LTD/BRANCH-NANJING","BRANCH-NANJING",5452.42318637174,3975.21967766007,0,1,10000,2,1,1,1,0,0,0
"TVASTAR ENGINEERING SOLUTION PRIVATE LIMITED/BRANCH-INDIA","BRANCH-INDIA",3629,3260.49535,2649.5,2,4635,3,0,8,5,0,0,0
"SZ YINGDAN ELECTRONICS LTD/SPECIALTY-GREATERCHINA-RESELLER","SPECIALTY-GREATERCHINA-RESELLER",8540.91,8297.1469,0.000000000000114,1,15790,1,0,5,2,1,0,0
"SHENZHEN NEXOL LIGHTING TECHNOLOGY CO., LTD./BRANCH-SHENZHEN2","BRANCH-SHENZHEN2",6347.084141545626,5626.6,6120.32823293019,1,140000,2,1,1,1,0,0,0
"SUZHOU SMARTCHIP SEMICONDUCTOR CO., LTD/SPECIALTY-GREATERCHINA-RESELLER","SPECIALTY-GREATERCHINA-RESELLER",2544.6001521188,1992.73499891344,0,1,3,1,0,1,1,0,0,0
"XI'AN NAVIGATION TECHNOLOGIES CO.,LTD/BRANCH-CHINA-CENTRALWEST","BRANCH-CHINA-CENTRALWEST",177116.53,140131.38758,177116.53,1,7792,1,0,2,1,0,0,0
"BEIJING LIGUO ELECTRONICS TECHNOLOGY CO.,LTD./BRANCH-BEIJING2","BRANCH-BEIJING2",57900,55878.96,0,1,63000,2,1,2,1,1,0,0
"PARKING SENSE LTD/BRANCH-ANZ","BRANCH-ANZ",16928.84,14419.0761,6613.020000000000028,3,20581,5,0,7,3,1,0,0
"ZHUHAI ANSHI SOFTWARE TECHNOLOGY COMPANY LTD/SPECIALTY-GREATERCHINA-RESELLER","SPECIALTY-GREATERCHINA-RESELLER",3255.5,3000.565,-3960,1,17500,2,0,3,3,0,0,0
"HONGKONG K&J GROUP LIMITED/BRANCH-SHENZHEN1","BRANCH-SHENZHEN1",6600,5555.55,263894.4,1,5000,1,1,1,1,1,0,0
"TIANJIN ZHONG BANG LANTECH TECHNOLOGY DEVELOPMENT CO., LTD/BRANCH-BEIJING1","BRANCH-BEIJING1",1395.4707134631651,1321.9964242267167,1295.983388829213,1,29,3,0,1,1,0,0,0
"HARBIN XINLONG AUTO ACCESSORIES FACTORY/BRANCH-CHINA-NORTHEAST","BRANCH-CHINA-NORTHEAST",7295.2,7043.9352,5555.2,2,10480,2,0,2,2,0,0,0
"SHENZHEN BOSCAM  ELECTRONICS CO., LTD/SPECIALTY-SEED-SOUTH","SPECIALTY-SEED-SOUTH",106720.4,99162.96352,76808.4,1,55592,6,3,10,1,1,0,0
"SHAANXI DALIANHANGKE ELECTRONIC TECHNOLOGY  CO.,LTD/BRANCH-CHINA-CENTRALWEST","BRANCH-CHINA-CENTRALWEST",7275,6891.2567,2475,1,91,1,0,2,2,0,0,0
"ZHEJIANG KEBODA INDUSTRY CORP/BRANCH-SHANGHAI2","BRANCH-SHANGHAI2",304653.56132008424,255008.04923227401,338812.920255455321,2,621600,7,0,2,2,1,0,0
"BEIJING INFOTRONIX TECHNLOLGY LIMITED/BRANCH-BEIJING1","BRANCH-BEIJING1",8954,7840.707,4477,1,370,2,0,1,1,0,0,0
"LINKTOP TECHNOLOGY CO., LTD/SPECIALTY-ATM-CHINA1","SPECIALTY-ATM-CHINA1",51545,42188.73,8640,1,36500,3,0,3,1,1,0,0
"NINGBO SCHLEMMER AUTOMOTOVE PARTS CO.,LTD/SPECIALTY-PSG","SPECIALTY-PSG",6274.29263649736,5606.05001297914,0,1,211200,1,0,1,1,0,0,0
"BJ OSEE DIGITAL TECH. LTD/BRANCH-BEIJING2","BRANCH-BEIJING2",5342,5000.23904,0,1,1192,1,0,2,2,0,0,0
"SZ LANGSAI MICROWAVE/SPECIALTY-GREATERCHINA-RESELLER","SPECIALTY-GREATERCHINA-RESELLER",60180,57915.101,0,1,2600,4,0,3,1,1,0,0
"CHANGZHOU JIAHAO RADIO AND TV EQUIPMENT CO.,LTD/BRANCH-NANJING","BRANCH-NANJING",22915.0912999939968,20053.389577454903953,-358.41999918216257,7,36262,5,2,10,9,0,0,0
"JM ELECTRONIC LTD/SPECIALTY-GREATERCHINA-RESELLER","SPECIALTY-GREATERCHINA-RESELLER",15843,13959.3798,9543,6,67630,4,0,6,6,1,0,0
"VICTOR BRIGHT ENTERPRISE CO., LTD./BRANCH-HSINCHU/KH","BRANCH-HSINCHU/KH",3125,2987.5,0,1,62500,1,0,1,1,0,0,0
"SHENZHEN COMSHARE PRECISION MACHINERY CO.,LTD/ALTERA-TEAM","ALTERA-TEAM",18055.46523901677,14738.18555635577,569.236212447537,1,840,6,1,1,1,1,0,0
"ELECTREND CORP./BRANCH-TAIPEI1","BRANCH-TAIPEI1",9520.4,8564.025,8441.4,3,489500,10,3,13,5,1,0,0
"NANJING SENY INFORMATION TECHNOLOGY CO., LTD./SPECIALTY-SEED-CENTRAL-NORTH","SPECIALTY-SEED-CENTRAL-NORTH",39456.5648384247,37890.4730361939,2136.102199435009,2,86000,5,1,3,3,1,0,0
"SECURE PLATFORMS TECHNOLOGY CO/BRANCH-KOREA2","BRANCH-KOREA2",10277.311906872342,9983.865822838487,10277.311906872342,1,16017,2,1,2,1,1,0,0
"JIANGSU LINYANG ENERGEY CO., LTD/BRANCH-NANJING","BRANCH-NANJING",1147.36355526086,1118.2151059405,0,1,68,1,1,1,1,0,0,0
"HANG ZHOU KANG QIAN ELECTRONIC/BRANCH-ZHEJIANG/FUJIAN","BRANCH-ZHEJIANG/FUJIAN",26650,24421.55,0,1,70000,2,0,3,2,0,0,0
"SAGAR ELECTRONICS/BRANCH-INDIA","BRANCH-INDIA",202000,196640,202000,2,52000000,2,0,2,2,0,0,0
"HIMACHAL POWER PRODUCTS/BRANCH-INDIA","BRANCH-INDIA",1104645.4,1078868.608,2369449.999999999985448,2,7144600,4,0,6,2,0,0,0
"SHENZHEN AMASS ELECTRONIC TECHNOLOGY LTD/SPECIALTY-GREATERCHINA-RESELLER","SPECIALTY-GREATERCHINA-RESELLER",32075.790547061197,29472.923959045357,28926.282188072374,1,2063700,10,3,13,2,1,0,0
"XI'AN LIMENG ELECTRONIC TECHNOLOGY CO.,LTD/BRANCH-CHINA-CENTRALWEST","BRANCH-CHINA-CENTRALWEST",149538,127004.8937,123538,4,38390,4,2,6,4,1,0,0
"DINGDIANVISION TECHNOLOGIES CO/ALTERA-TEAM","ALTERA-TEAM",702790.004664400361,672828.403846759085,516054.094417568891883,2,39018,10,1,7,3,1,0,0
"RISKBAND LLC/BRANCH-HONGKONG1","BRANCH-HONGKONG1",1836.8,1654.91,-635,3,47000,1,1,4,4,1,0,0
"JOY TRAIN ELECTRONIC FACTORY/BRANCH-SHENZHEN1","BRANCH-SHENZHEN1",3544.733691043993,3197.4,17.1947611125722,1,102000,2,0,2,2,0,0,0
"NAAN TECHNOLOGY (HK) LTD/SPECIALTY-GREATERCHINA-RESELLER","SPECIALTY-GREATERCHINA-RESELLER",7200,6874.8,3000,1,20000,1,0,1,1,0,0,0
"MOA-TECH/BRANCH-KOREA1","BRANCH-KOREA1",8733,7490.315,-999,1,172500,1,0,4,1,0,0,0
"SHENZHEN LUMIUNITED TECHNOLOGY CO.,LTD/BRANCH-SHENZHEN1","BRANCH-SHENZHEN1",34989.40673669852,31657.41195841452,32876.3506000272048,1,18000,3,1,2,2,0,0,0
"DONGYANG IP&E/BRANCH-KOREA1","BRANCH-KOREA1",21644.592511735979,20291.777969244613,13345.01684423136968,1,88000,11,3,12,1,1,0,0
"PRIZE SEMICON/BRANCH-KOREA1","BRANCH-KOREA1",83446.945393423004,76141.764217737433,4707.415584487726933,2,6554,10,3,17,5,1,0,0
"BEIJING JUIRUITONG TECHNOLOGY CO.,LTD./SPECIALTY-SEED-CENTRAL-NORTH","SPECIALTY-SEED-CENTRAL-NORTH",9301.7,8453.2728,0,1,16242,4,1,5,1,0,0,0
"E-C-TONG ELECTRONICS CO., LTD./BRANCH-SHENZHEN1","BRANCH-SHENZHEN1",11534.429242294227,9205.134448764748,1750.275126303311,2,768000,9,2,5,2,1,0,0
"XI'AN LINGJIA PHOTOELECTRIC TECHNOLOGY CO.,LTD/BRANCH-CHINA-CENTRALWEST","BRANCH-CHINA-CENTRALWEST",141685.9,125879.58054,129350,2,620,3,0,7,4,1,0,0
"CHINA MECHINERY ENGINEERING CO/BRANCH-CHINA-CENTRALWEST","BRANCH-CHINA-CENTRALWEST",211181.56,202387.11435,194633.749999999999318,4,1173013,9,3,12,6,1,0,0
"UNITECH CO/BRANCH-KOREA1","BRANCH-KOREA1",2782.10939339394,2444.63204349546,2746.71589025049,1,400,2,0,1,1,1,0,0
"HOON TECH/BRANCH-KOREA1","BRANCH-KOREA1",93278.64788556108,82597.14130403403,18794.0835474902058,1,29466,8,1,2,1,1,0,0
"HANGZHOU MO-LINK TECHNOLOGY CO., LTD/ALTERA-TEAM","ALTERA-TEAM",4065.03251096201,3341.99920806318,2040.77891824998,1,2000,2,0,1,1,1,0,0
"HYPERSEN TECHNOLOGIES CO., LTD./BRANCH-SHENZHEN1","BRANCH-SHENZHEN1",22140.81092430805,19886.4125658909,17340.81092430805,3,6504940,3,2,4,2,1,0,0
"INSTRONTEK CO., LTD./BRANCH-TAIPEI1","BRANCH-TAIPEI1",24007.3,20449.70225,8398.3,4,117035,4,1,13,8,1,0,0
"CONNEDA TECHNOLOGY LIMITED/BRANCH-HONGKONG1","BRANCH-HONGKONG1",15120,14044.8,0,1,420000,2,0,1,1,0,0,0
"DEFENCE RESEARCH AND DEVELOPMENT LABORATORY/BRANCH-INDIA","BRANCH-INDIA",83121.6079,56248.57737,0,2,1769,2,1,14,9,0,0,0
"CHENGDU MTS  TECHNOLOGY CO.,LTD/ALTERA-TEAM","ALTERA-TEAM",2294.03940508231,1755.97735856048,23.38665133121,1,6,2,0,1,1,0,0,0
"SATO PRINTING/BRANCH-ANZ","BRANCH-ANZ",207480.886486486,154870.9504,207480.886486486,1,834434,1,0,1,1,0,0,0
"BLITZ SOURCING CO., LIMITED/BRANCH-HONGKONG1","BRANCH-HONGKONG1",28244,26481.616,0,3,31200,5,1,3,3,1,0,0
"INNOVIEW TECHNOLOGY (S.Z) LTD./BRANCH-SHENZHEN1","BRANCH-SHENZHEN1",109965,104828.11,41650.000000000000966,3,90500,8,1,9,5,0,0,0
"SHENZHEN PRLS TECHNOLOGY LIMITED/BRANCH-SHENZHEN1","BRANCH-SHENZHEN1",12039,10633.55,7929,2,143000,4,1,2,2,0,0,0
"SHENZHEN BOOYUE DAILY GOOD CO.,LTD./BRANCH-SHENZHEN1","BRANCH-SHENZHEN1",5100,278.4,38250,1,6000,1,1,1,1,1,0,0
"NANTONG UNION DIGITAL/BRANCH-SHANGHAI1","BRANCH-SHANGHAI1",16725.331499073338,13968.9848873681771,7311.912565135343,4,16086,5,3,8,7,1,0,0
"BEIJING DONGHONG XINDA ELECTRO/BRANCH-BEIJING2","BRANCH-BEIJING2",41890.4,38164.5139,0,2,26914,4,1,6,4,0,0,0
"EZCONN CORPORATION/BRANCH-TAIPEI2","BRANCH-TAIPEI2",2550,2345.22,1020,1,30000,2,1,1,1,1,0,0
"DALIAN JIAYUDA ELECTRONICS/BRANCH-CHINA-NORTHEAST","BRANCH-CHINA-NORTHEAST",13957.3909366040485,11971.4828059216317,3507.5028828256807,8,79993,5,2,14,11,1,0,0
"SHENZHEN SJZD ELECTRONICS TECHNOLOGY CO.,LTD/SPECIALTY-GREATERCHINA-RESELLER","SPECIALTY-GREATERCHINA-RESELLER",3345,2834.7959,0,3,5505,4,1,3,3,1,0,0
"XINGYI(SHANGHAI) INTELLIGENT TECH. CO., LTD/BRANCH-SHANGHAI1","BRANCH-SHANGHAI1",7008,5031.201,0,1,188,1,0,2,1,0,0,0
"DAE YANG ELECTRONICS.CO./BRANCH-KOREA1","BRANCH-KOREA1",63196.86121318219,57437.18747454578,-370.51639373708116,3,178582,7,2,6,2,1,0,0
"SHENZHEN SHININGWORTH TECHNOLOGY CO., LTD./SPECIALTY-ULTRA-CHINA","SPECIALTY-ULTRA-CHINA",57215,53381.5,29400,1,794000,7,3,8,1,1,0,0
"RULING TECHNOLOGIES SDN BHD/BRANCH-MALAYSIA","BRANCH-MALAYSIA",37260.4,33766.80235,-33786.049999999992724,4,49265,7,2,6,3,0,0,0
"BEIJING JXI UAV TECHNOLOGY CO.,LTD/BRANCH-BEIJING1","BRANCH-BEIJING1",8686.498476060152,6940.143735499239,2532.992917257664743,1,132,5,2,4,2,1,0,0
"QINGDAO CREATIVE CONTROL TECHNOLOGY CO.,LTD/BRANCH-CHINA-NORTHEAST","BRANCH-CHINA-NORTHEAST",14711.274252040218,11291.6695815127533,6940.004766938764,6,105000,10,2,7,6,0,0,0
"XIAMEN GUANGPU ELECTRONICS CO.,LTD/BRANCH-ZHEJIANG/FUJIAN","BRANCH-ZHEJIANG/FUJIAN",12958.23799557092,11986.93058532016,10651.852950657106,2,202000,5,1,3,1,1,0,0
"INTELLIGENT BUILDING SOLUTION JSC/BRANCH-TVIP","BRANCH-TVIP",1080,992.0142,0,1,180,1,1,1,1,1,0,0
"NANJING INVOEE CORPORATION LTD./SPECIALTY-SEED-CENTRAL-NORTH","SPECIALTY-SEED-CENTRAL-NORTH",22917.780307918,22400.3705699392,20720.56274407667301,1,22000,2,0,1,1,0,0,0
"WESTERN COMPONENT CO., LTD./BRANCH-TVIP","BRANCH-TVIP",42480,34892.16,23340,1,4248000,6,1,1,1,1,0,0
"TIANJIN JIE WEI DONG LI CO.,LT/BRANCH-BEIJING1","BRANCH-BEIJING1",36093.1,32276.00227,30984.150000000000114,3,371376,7,3,7,5,1,0,0
"SHENZHEN GUIQI TECHNOLOGY CO,.LTD./SPECIALTY-SEED-SOUTH","SPECIALTY-SEED-SOUTH",3000,2410.8,0,1,1,1,1,1,1,0,0,0
"JINZHOU DONG WOO PRECISION CO.,LTD./BRANCH-CHINA-NORTHEAST","BRANCH-CHINA-NORTHEAST",20458.24,19470.59932,6378.24,1,11624,2,1,3,1,0,0,0
"TYCO ELECTRONICS/BRANCH-CHINASOUTH","BRANCH-CHINASOUTH",105075.492,95532.44668,48726.288,4,502796,12,3,23,5,1,0,0
"CHECKSON DIE CASTING AND/BRANCH-CHINASOUTH","BRANCH-CHINASOUTH",9500,4085.6,9500,1,5000,1,0,1,1,0,0,0
"SHENZHEN KINGPOWER TECHNOLOGY LTD./BRANCH-SHENZHEN1","BRANCH-SHENZHEN1",5597.58408406223,4938.78127228537,5597.58408406223,1,6000,1,0,1,1,0,0,0
"SHENZHEN NAANTE AUTOMOTIVE ELECTRONICS CO., LTD/SPECIALTY-GREATERCHINA-RESELLER","SPECIALTY-GREATERCHINA-RESELLER",998550,963574.44,927790,1,1820000,10,2,5,1,0,0,0
"EPCOS RDC SDN BHD C/O PT EPCOS INDONESIA/SPECIALTY-PSG","SPECIALTY-PSG",33762,20198.244,33762,1,102000,4,2,1,1,1,0,0
"SHENZHEN COOKOO TECHNOLOGY CO.,LTD./SPECIALTY-ATM-CHINA1","SPECIALTY-ATM-CHINA1",33770.5,32309.3,33770.5,1,605000,1,1,3,2,1,0,0
"JUBILEE TECHNOLOGY LIMITED/BRANCH-HONGKONG1","BRANCH-HONGKONG1",6108.32059937843,5504.1,6108.32059937842,1,210000,2,0,1,1,0,0,0
"MEGASOFT LIMITED/BRANCH-HONGKONG1","BRANCH-HONGKONG1",2244.2,2061.7436,2244.2,1,980,1,0,1,1,1,0,0
"COMPAC SORTING EQUIPMENT LTD/BRANCH-ANZ","BRANCH-ANZ",37934.718358178799,32570.897058886214,24404.1222421360541,2,109300,8,0,5,2,1,0,0
"BEIJING HOLLYSYS INTELLIGENT TECHNOLOGIES CO., LTD./BRANCH-BEIJING2","BRANCH-BEIJING2",5722.257240910965,5191.523885072217,626.656268324431,1,4392,1,1,6,3,0,0,0
"VISUALITE TECHNOLOGY ENTERPRIS/BRANCH-HONGKONG1","BRANCH-HONGKONG1",66000,61103.79,0,1,20,1,1,1,1,1,0,0
"GUANGZHOU YINKA INFORMATION TECHNOLOGY CO.LTD/BRANCH-CHINASOUTH","BRANCH-CHINASOUTH",26824.8,24014.7348,20875,3,11060,3,1,3,3,1,0,0
"COSONIC ACOUSTIC TECHNOLOGY CO., LTD./BRANCH-CHINASOUTH","BRANCH-CHINASOUTH",122553.28,117265.5472,-16380,2,86560,3,0,3,2,0,0,0
"KEI KONG ELECTRONICS LTD./SPECIALTY-GREATERCHINA-RESELLER","SPECIALTY-GREATERCHINA-RESELLER",72200,68621.16,72200,1,76000,1,1,1,1,0,0,0
"SHANGHAI JUNYI ELECTRONIC CO., LTD/SPECIALTY-GREATERCHINA-RESELLER","SPECIALTY-GREATERCHINA-RESELLER",11013.49864844571,10497.78,9922.5,1,37000,2,0,2,2,1,0,0
"JKE TECHNOLOGIES LIMITED/BRANCH-TAIPEI1","BRANCH-TAIPEI1",16682.1130676552,13717.4519992056,0,1,6,1,0,1,1,0,0,0
"LENOVO GROUP/BRANCH-BEIJING2","BRANCH-BEIJING2",129342.05287398137,110452.62839901048,124780,3,90401,8,2,3,2,1,0,0
"SHANGHAI VISUAL ELEC TECH CO., LTD./ALTERA-TEAM","ALTERA-TEAM",10678.3231153257254,9537.9345366014723,218.43798860980987,1,2090,2,0,2,2,0,0,0
"XIANYANG WEISIMAN CO.,LTD/BRANCH-CHINA-CENTRALWEST","BRANCH-CHINA-CENTRALWEST",5547.98337101597,4805.325,0,1,2500,1,0,1,1,0,0,0
"OSDA LIGHTING CROP/BRANCH-TAIPEI2","BRANCH-TAIPEI2",16215,14755.286,12175,1,12800,5,0,7,1,0,0,0
"GLOCHIPS/BRANCH-KOREA1","BRANCH-KOREA1",1496.21112800881,1305.03373713007,1496.21112800881,1,2500,1,0,1,1,0,0,0
"CHENGDU FULIYE ELCTRONIC TECHNOLOGY CO.,LTD./SPECIALTY-SEED-CENTRAL-NORTH","SPECIALTY-SEED-CENTRAL-NORTH",124443.97864433394,122201.59666762395,128143.97864433394,3,31708,4,1,5,3,0,0,0
"XIAN ZHONGNAN INFO TECH CO.,LTD/BRANCH-CHINA-CENTRALWEST","BRANCH-CHINA-CENTRALWEST",175957.21,159490.80126,100889.19000000000001,2,3075,10,3,24,4,1,0,0
"SHENZHEN OSW LIGHTING CO.,LTD./BRANCH-SHENZHEN2","BRANCH-SHENZHEN2",84480.530791858537,78728.8793085,80116.806224629993,1,1970000,8,2,8,1,1,0,0
"PT. DUA EMPAT TUJUH (SOLUSI 247)/BRANCH-TVIP","BRANCH-TVIP",1487,1301.05931,0,1,4,1,1,3,2,1,0,0
"DATALOG TECHNOLOGIES PVT LTD/BRANCH-INDIA","BRANCH-INDIA",5271.33687363569,4346.15904607031,3557.8931255008,1,1785,3,1,1,1,1,0,0
"SICHUAN JIUZHOU ELECTRONIC TECHNOLOGY CO., LTD./SPECIALTY-SEED-CENTRAL-NORTH","SPECIALTY-SEED-CENTRAL-NORTH",83908,63785.75,83908,1,21560,2,0,4,1,1,0,0
"SECOM TELECOM (HONG KONG) LIMI/SPECIALTY-GREATERCHINA-RESELLER","SPECIALTY-GREATERCHINA-RESELLER",72761.46,71103.94592,25910.090000000000696,2,4125,9,1,45,2,0,0,0
"HAM TECHNOLOGY (HK) CO., LIMITED/BRANCH-HONGKONG1","BRANCH-HONGKONG1",2400,2032.416,0,1,4800,2,0,1,1,0,0,0
"SHENZHEN SEECOOL TECHNOLOGY CO., LTD./ALTERA-TEAM","ALTERA-TEAM",5844.130876592099,5404.664263374174,640.023904115325075,2,899,2,0,3,3,0,0,0
"RAMD ENTERPRISE CO., LTD./BRANCH-TAIPEI1","BRANCH-TAIPEI1",1620,1311.0875,0,1,625,1,0,1,1,0,0,0
"BEIJING METSTAR RADAR CO.,LTD/BRANCH-BEIJING2","BRANCH-BEIJING2",4147.577994021109,3475.3260463059,6389.92508684488,1,548,1,1,8,3,1,0,0
"SUZHOU DIANHE INFORMATION TECH LTD./BRANCH-SUZHOU","BRANCH-SUZHOU",4083.35393429988,3862.03615106083,0,1,2160,1,0,1,1,0,0,0
"THAI TOSHIBA LIGHTING CO.,LTD./BRANCH-TVIP","BRANCH-TVIP",188857.9,145933.12,90636.7,6,14874000,10,2,10,6,1,0,0
"TECHNOPLAS (HK) LIMITED/BRANCH-HONGKONG1","BRANCH-HONGKONG1",1180,1013.5,0,1,10000,1,0,1,1,0,0,0
"GCS SOFTWARE PTY LTD TRADING AS SOFTWARE OBJECTIVES/BRANCH-ANZ","BRANCH-ANZ",21886.3210493442,20518.4259837602,21886.3210493442,1,1,1,1,1,1,1,0,0
"SHENG YE ELECTRONIC ,LTD./BRANCH-HSINCHU/KH","BRANCH-HSINCHU/KH",31550,26254.85,11250,1,305000,4,2,2,1,1,0,0
"ACCORDANCE SYSTEMS INC./SPECIALTY-GREATERCHINA-RESELLER","SPECIALTY-GREATERCHINA-RESELLER",20258.98,19187.7972,15258.38,1,45,4,1,5,4,1,0,0
